"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Candida_tropicalis",0.084934,0.085985,0.096659,0.104757,0.104358,0.104947,0.105229,0.091146,0.088116,0.064523,0.078101,0.245657,0.106916,0.064094,0.070187,0.082393,0.109129,0.116514,0.120311,0.138873,0.115745,0.133711,0.115499,0.112441,0.107654,0.177419,0.115007,0.03115,0.058512,0.006103,0,0.003063,0.008032,0.047748,0.074678,0.036535,0.038566,0.035682,0.030951,0.036928,0.037105,0.040924,0.041713,0.038519,0.033081,0.036373,0.033611,0.036301,0.032581,0.031007,0.034084,0.035475,0.035503,0.035493,0.035499,0.032546,0.082445,0.086689,0.087972,0.158155,0.139942,0.260431,0.15988,0.224519,0.920604,0.185119,0.293745,0.234234,0.204557,0.204145,0.203837,0.20538,0.361748,0.358977,0.186414,0.146117,0.156042,0.186466,0.184995,0.2105,0.139935,0.140718,0.129311,0.106945,0.110825,0.114262,0.120928,0.124575,0.244488,0.244482,0.495556,0.185626,0.158111,0.256521,0.318499,0.682363,0.4316,0.432765,0.297803,0.297629,0.319111,0.354377,0.460039,0.493139,0.46007,0.62256,0.433342,0.325255,0.324851,0.332379,0.335561,0.329732,0.339315,0.346871,0.345096,0.337408,0.346808,0.346805,0.415619,0.349932,0.349063,0.346802,0.436876,0.61252,0.433192,0.347613,0.346811,0.346805,0.348014,0.351943,0.170225,0.194634,0.150784,0.151152,0.144322,0.143477,0.154312,0.165549,0.160234,0.154194,0.166597,0.185338,0.209523,0.166729,0.16666,0.165623,0.171043,0.172049,0.170321,0.170327,0.24771,0.253736,0.163564,0.180472,0.182011,0.165296,0.172411,0.168613,0.179594,0.169955,0.165686,0.16357
"Candida_albicans",0.084007,0.085058,0.095732,0.10383,0.103431,0.10402,0.104302,0.090219,0.087189,0.063596,0.077174,0.24473,0.105989,0.063167,0.06926,0.081466,0.108202,0.115587,0.119384,0.137946,0.114818,0.132784,0.114572,0.111514,0.106727,0.176492,0.11408,0.030223,0.057585,0.005176,0.003063,0,0.007105,0.046821,0.073751,0.035608,0.037639,0.034755,0.030024,0.036001,0.036178,0.039997,0.040786,0.037592,0.032154,0.035446,0.032684,0.035374,0.031654,0.03008,0.033157,0.034548,0.034576,0.034566,0.034572,0.031619,0.081518,0.085762,0.087045,0.157228,0.139015,0.259504,0.158953,0.223592,0.919677,0.184192,0.292818,0.233307,0.20363,0.203218,0.20291,0.204453,0.360821,0.35805,0.185487,0.14519,0.155115,0.185539,0.184068,0.209573,0.139008,0.139791,0.128384,0.106018,0.109898,0.113335,0.120001,0.123648,0.243561,0.243555,0.494629,0.184699,0.157184,0.255594,0.317572,0.681436,0.430673,0.431838,0.296876,0.296702,0.318184,0.35345,0.459112,0.492212,0.459143,0.621633,0.432415,0.324328,0.323924,0.331452,0.334634,0.328805,0.338388,0.345944,0.344169,0.336481,0.345881,0.345878,0.414692,0.349005,0.348136,0.345875,0.435949,0.611593,0.432265,0.346686,0.345884,0.345878,0.347087,0.351016,0.169298,0.193707,0.149857,0.150225,0.143395,0.14255,0.153385,0.164622,0.159307,0.153267,0.16567,0.184411,0.208596,0.165802,0.165733,0.164696,0.170116,0.171122,0.169394,0.1694,0.246783,0.252809,0.162637,0.179545,0.181084,0.164369,0.171484,0.167686,0.178667,0.169028,0.164759,0.162643
"Spathaspora_passalidarum",0.088976,0.090027,0.100701,0.108799,0.1084,0.108989,0.109271,0.095188,0.092158,0.068565,0.082143,0.249699,0.110958,0.068136,0.074229,0.086435,0.113171,0.120556,0.124353,0.142915,0.119787,0.137753,0.119541,0.116483,0.111696,0.181461,0.119049,0.035192,0.062554,0.010145,0.008032,0.007105,0,0.05179,0.07872,0.040577,0.042608,0.039724,0.034993,0.04097,0.041147,0.044966,0.045755,0.042561,0.037123,0.040415,0.037653,0.040343,0.036623,0.035049,0.038126,0.039517,0.039545,0.039535,0.039541,0.036588,0.086487,0.090731,0.092014,0.162197,0.143984,0.264473,0.163922,0.228561,0.924646,0.189161,0.297787,0.238276,0.208599,0.208187,0.207879,0.209422,0.36579,0.363019,0.190456,0.150159,0.160084,0.190508,0.189037,0.214542,0.143977,0.14476,0.133353,0.110987,0.114867,0.118304,0.12497,0.128617,0.24853,0.248524,0.499598,0.189668,0.162153,0.260563,0.322541,0.686405,0.435642,0.436807,0.301845,0.301671,0.323153,0.358419,0.464081,0.497181,0.464112,0.626602,0.437384,0.329297,0.328893,0.336421,0.339603,0.333774,0.343357,0.350913,0.349138,0.34145,0.35085,0.350847,0.419661,0.353974,0.353105,0.350844,0.440918,0.616562,0.437234,0.351655,0.350853,0.350847,0.352056,0.355985,0.174267,0.198676,0.154826,0.155194,0.148364,0.147519,0.158354,0.169591,0.164276,0.158236,0.170639,0.18938,0.213565,0.170771,0.170702,0.169665,0.175085,0.176091,0.174363,0.174369,0.251752,0.257778,0.167606,0.184514,0.186053,0.169338,0.176453,0.172655,0.183636,0.173997,0.169728,0.167612
"Kuraishia_capsulata",0.107996,0.109047,0.119721,0.127819,0.12742,0.128009,0.128291,0.114208,0.111178,0.087585,0.101163,0.268719,0.129978,0.087156,0.093249,0.105455,0.132191,0.139576,0.143373,0.161935,0.138807,0.156773,0.138561,0.135503,0.130716,0.200481,0.138069,0.054212,0.088246,0.049861,0.047748,0.046821,0.05179,0,0.081174,0.043031,0.061628,0.058744,0.054013,0.05999,0.060167,0.063986,0.064775,0.061581,0.056143,0.059435,0.056673,0.059363,0.055643,0.054069,0.057146,0.058537,0.058565,0.058555,0.058561,0.055608,0.105507,0.109751,0.111034,0.181217,0.163004,0.283493,0.182942,0.247581,0.943666,0.208181,0.316807,0.257296,0.227619,0.227207,0.226899,0.228442,0.38481,0.382039,0.209476,0.169179,0.179104,0.209528,0.208057,0.233562,0.162997,0.16378,0.152373,0.130007,0.133887,0.137324,0.14399,0.147637,0.26755,0.267544,0.518618,0.208688,0.181173,0.279583,0.341561,0.705425,0.454662,0.455827,0.320865,0.320691,0.342173,0.377439,0.483101,0.516201,0.483132,0.645622,0.456404,0.348317,0.347913,0.355441,0.358623,0.352794,0.362377,0.369933,0.368158,0.36047,0.36987,0.369867,0.438681,0.372994,0.372125,0.369864,0.459938,0.635582,0.456254,0.370675,0.369873,0.369867,0.371076,0.375005,0.193287,0.217696,0.173846,0.174214,0.167384,0.166539,0.177374,0.188611,0.183296,0.177256,0.189659,0.2084,0.232585,0.189791,0.189722,0.188685,0.194105,0.195111,0.193383,0.193389,0.270772,0.276798,0.186626,0.203534,0.205073,0.188358,0.195473,0.191675,0.202656,0.193017,0.188748,0.186632
"Pichia_kudriavzevii",0.134926,0.135977,0.146651,0.154749,0.15435,0.154939,0.155221,0.141138,0.138108,0.114515,0.128093,0.295649,0.156908,0.114086,0.120179,0.132385,0.159121,0.166506,0.170303,0.188865,0.165737,0.183703,0.165491,0.162433,0.157646,0.227411,0.164999,0.081142,0.115176,0.076791,0.074678,0.073751,0.07872,0.081174,0,0.048363,0.088558,0.085674,0.080943,0.08692,0.087097,0.090916,0.091705,0.088511,0.083073,0.086365,0.083603,0.086293,0.082573,0.080999,0.084076,0.085467,0.085495,0.085485,0.085491,0.082538,0.132437,0.136681,0.137964,0.208147,0.189934,0.310423,0.209872,0.274511,0.970596,0.235111,0.343737,0.284226,0.254549,0.254137,0.253829,0.255372,0.41174,0.408969,0.236406,0.196109,0.206034,0.236458,0.234987,0.260492,0.189927,0.19071,0.179303,0.156937,0.160817,0.164254,0.17092,0.174567,0.29448,0.294474,0.545548,0.235618,0.208103,0.306513,0.368491,0.732355,0.481592,0.482757,0.347795,0.347621,0.369103,0.404369,0.510031,0.543131,0.510062,0.672552,0.483334,0.375247,0.374843,0.382371,0.385553,0.379724,0.389307,0.396863,0.395088,0.3874,0.3968,0.396797,0.465611,0.399924,0.399055,0.396794,0.486868,0.662512,0.483184,0.397605,0.396803,0.396797,0.398006,0.401935,0.220217,0.244626,0.200776,0.201144,0.194314,0.193469,0.204304,0.215541,0.210226,0.204186,0.216589,0.23533,0.259515,0.216721,0.216652,0.215615,0.221035,0.222041,0.220313,0.220319,0.297702,0.303728,0.213556,0.230464,0.232003,0.215288,0.222403,0.218605,0.229586,0.219947,0.215678,0.213562
"Ogataea_parapolymorpha",0.096783,0.097834,0.108508,0.116606,0.116207,0.116796,0.117078,0.102995,0.099965,0.076372,0.08995,0.257506,0.118765,0.075943,0.082036,0.094242,0.120978,0.128363,0.13216,0.150722,0.127594,0.14556,0.127348,0.12429,0.119503,0.189268,0.126856,0.042999,0.077033,0.038648,0.036535,0.035608,0.040577,0.043031,0.048363,0,0.050415,0.047531,0.0428,0.048777,0.048954,0.052773,0.053562,0.050368,0.04493,0.048222,0.04546,0.04815,0.04443,0.042856,0.045933,0.047324,0.047352,0.047342,0.047348,0.044395,0.094294,0.098538,0.099821,0.170004,0.151791,0.27228,0.171729,0.236368,0.932453,0.196968,0.305594,0.246083,0.216406,0.215994,0.215686,0.217229,0.373597,0.370826,0.198263,0.157966,0.167891,0.198315,0.196844,0.222349,0.151784,0.152567,0.14116,0.118794,0.122674,0.126111,0.132777,0.136424,0.256337,0.256331,0.507405,0.197475,0.16996,0.26837,0.330348,0.694212,0.443449,0.444614,0.309652,0.309478,0.33096,0.366226,0.471888,0.504988,0.471919,0.634409,0.445191,0.337104,0.3367,0.344228,0.34741,0.341581,0.351164,0.35872,0.356945,0.349257,0.358657,0.358654,0.427468,0.361781,0.360912,0.358651,0.448725,0.624369,0.445041,0.359462,0.35866,0.358654,0.359863,0.363792,0.182074,0.206483,0.162633,0.163001,0.156171,0.155326,0.166161,0.177398,0.172083,0.166043,0.178446,0.197187,0.221372,0.178578,0.178509,0.177472,0.182892,0.183898,0.18217,0.182176,0.259559,0.265585,0.175413,0.192321,0.19386,0.177145,0.18426,0.180462,0.191443,0.181804,0.177535,0.175419
"Tetrapisispora_blattae",0.098814,0.099865,0.110539,0.118637,0.118238,0.118827,0.119109,0.105026,0.101996,0.078403,0.091981,0.259537,0.120796,0.077974,0.084067,0.096273,0.123009,0.130394,0.134191,0.152753,0.129625,0.147591,0.129379,0.126321,0.121534,0.191299,0.128887,0.04503,0.079064,0.040679,0.038566,0.037639,0.042608,0.061628,0.088558,0.050415,0,0.03078,0.026049,0.032026,0.032203,0.036022,0.036811,0.033617,0.028179,0.031471,0.028709,0.031399,0.027679,0.026105,0.029182,0.030573,0.030601,0.030591,0.030597,0.027644,0.096325,0.100569,0.101852,0.172035,0.153822,0.274311,0.17376,0.238399,0.934484,0.198999,0.307625,0.248114,0.218437,0.218025,0.217717,0.21926,0.375628,0.372857,0.200294,0.159997,0.169922,0.200346,0.198875,0.22438,0.153815,0.154598,0.143191,0.120825,0.124705,0.128142,0.134808,0.138455,0.258368,0.258362,0.509436,0.199506,0.171991,0.270401,0.332379,0.696243,0.44548,0.446645,0.311683,0.311509,0.332991,0.368257,0.473919,0.507019,0.47395,0.63644,0.447222,0.339135,0.338731,0.346259,0.349441,0.343612,0.353195,0.360751,0.358976,0.351288,0.360688,0.360685,0.429499,0.363812,0.362943,0.360682,0.450756,0.6264,0.447072,0.361493,0.360691,0.360685,0.361894,0.365823,0.184105,0.208514,0.164664,0.165032,0.158202,0.157357,0.168192,0.179429,0.174114,0.168074,0.180477,0.199218,0.223403,0.180609,0.18054,0.179503,0.184923,0.185929,0.184201,0.184207,0.26159,0.267616,0.177444,0.194352,0.195891,0.179176,0.186291,0.182493,0.193474,0.183835,0.179566,0.17745
"Tetrapisispora_phaffii",0.09593,0.096981,0.107655,0.115753,0.115354,0.115943,0.116225,0.102142,0.099112,0.075519,0.089097,0.256653,0.117912,0.07509,0.081183,0.093389,0.120125,0.12751,0.131307,0.149869,0.126741,0.144707,0.126495,0.123437,0.11865,0.188415,0.126003,0.042146,0.07618,0.037795,0.035682,0.034755,0.039724,0.058744,0.085674,0.047531,0.03078,0,0.010883,0.01686,0.017037,0.020856,0.021645,0.018451,0.013013,0.016305,0.013543,0.016233,0.012513,0.010939,0.014016,0.015407,0.015435,0.015425,0.015431,0.012478,0.093441,0.097685,0.098968,0.169151,0.150938,0.271427,0.170876,0.235515,0.9316,0.196115,0.304741,0.24523,0.215553,0.215141,0.214833,0.216376,0.372744,0.369973,0.19741,0.157113,0.167038,0.197462,0.195991,0.221496,0.150931,0.151714,0.140307,0.117941,0.121821,0.125258,0.131924,0.135571,0.255484,0.255478,0.506552,0.196622,0.169107,0.267517,0.329495,0.693359,0.442596,0.443761,0.308799,0.308625,0.330107,0.365373,0.471035,0.504135,0.471066,0.633556,0.444338,0.336251,0.335847,0.343375,0.346557,0.340728,0.350311,0.357867,0.356092,0.348404,0.357804,0.357801,0.426615,0.360928,0.360059,0.357798,0.447872,0.623516,0.444188,0.358609,0.357807,0.357801,0.35901,0.362939,0.181221,0.20563,0.16178,0.162148,0.155318,0.154473,0.165308,0.176545,0.17123,0.16519,0.177593,0.196334,0.220519,0.177725,0.177656,0.176619,0.182039,0.183045,0.181317,0.181323,0.258706,0.264732,0.17456,0.191468,0.193007,0.176292,0.183407,0.179609,0.19059,0.180951,0.176682,0.174566
"Kazachstania_africana",0.091199,0.09225,0.102924,0.111022,0.110623,0.111212,0.111494,0.097411,0.094381,0.070788,0.084366,0.251922,0.113181,0.070359,0.076452,0.088658,0.115394,0.122779,0.126576,0.145138,0.12201,0.139976,0.121764,0.118706,0.113919,0.183684,0.121272,0.037415,0.071449,0.033064,0.030951,0.030024,0.034993,0.054013,0.080943,0.0428,0.026049,0.010883,0,0.007673,0.00785,0.011669,0.012458,0.009264,0.003826,0.007118,0.004356,0.007046,0.003326,0.001752,0.004829,0.00622,0.006248,0.006238,0.006244,0.003291,0.08871,0.092954,0.094237,0.16442,0.146207,0.266696,0.166145,0.230784,0.926869,0.191384,0.30001,0.240499,0.210822,0.21041,0.210102,0.211645,0.368013,0.365242,0.192679,0.152382,0.162307,0.192731,0.19126,0.216765,0.1462,0.146983,0.135576,0.11321,0.11709,0.120527,0.127193,0.13084,0.250753,0.250747,0.501821,0.191891,0.164376,0.262786,0.324764,0.688628,0.437865,0.43903,0.304068,0.303894,0.325376,0.360642,0.466304,0.499404,0.466335,0.628825,0.439607,0.33152,0.331116,0.338644,0.341826,0.335997,0.34558,0.353136,0.351361,0.343673,0.353073,0.35307,0.421884,0.356197,0.355328,0.353067,0.443141,0.618785,0.439457,0.353878,0.353076,0.35307,0.354279,0.358208,0.17649,0.200899,0.157049,0.157417,0.150587,0.149742,0.160577,0.171814,0.166499,0.160459,0.172862,0.191603,0.215788,0.172994,0.172925,0.171888,0.177308,0.178314,0.176586,0.176592,0.253975,0.260001,0.169829,0.186737,0.188276,0.171561,0.178676,0.174878,0.185859,0.17622,0.171951,0.169835
"Lachancea_thermotolerans",0.097176,0.098227,0.108901,0.116999,0.1166,0.117189,0.117471,0.103388,0.100358,0.076765,0.090343,0.257899,0.119158,0.076336,0.082429,0.094635,0.121371,0.128756,0.132553,0.151115,0.127987,0.145953,0.127741,0.124683,0.119896,0.189661,0.127249,0.043392,0.077426,0.039041,0.036928,0.036001,0.04097,0.05999,0.08692,0.048777,0.032026,0.01686,0.007673,0,0.004923,0.012832,0.013621,0.010427,0.009803,0.013095,0.010333,0.013023,0.009303,0.007729,0.010806,0.012197,0.012225,0.012215,0.012221,0.009268,0.094687,0.098931,0.100214,0.170397,0.152184,0.272673,0.172122,0.236761,0.932846,0.197361,0.305987,0.246476,0.216799,0.216387,0.216079,0.217622,0.37399,0.371219,0.198656,0.158359,0.168284,0.198708,0.197237,0.222742,0.152177,0.15296,0.141553,0.119187,0.123067,0.126504,0.13317,0.136817,0.25673,0.256724,0.507798,0.197868,0.170353,0.268763,0.330741,0.694605,0.443842,0.445007,0.310045,0.309871,0.331353,0.366619,0.472281,0.505381,0.472312,0.634802,0.445584,0.337497,0.337093,0.344621,0.347803,0.341974,0.351557,0.359113,0.357338,0.34965,0.35905,0.359047,0.427861,0.362174,0.361305,0.359044,0.449118,0.624762,0.445434,0.359855,0.359053,0.359047,0.360256,0.364185,0.182467,0.206876,0.163026,0.163394,0.156564,0.155719,0.166554,0.177791,0.172476,0.166436,0.178839,0.19758,0.221765,0.178971,0.178902,0.177865,0.183285,0.184291,0.182563,0.182569,0.259952,0.265978,0.175806,0.192714,0.194253,0.177538,0.184653,0.180855,0.191836,0.182197,0.177928,0.175812
"Lachancea_lanzarotensis",0.097353,0.098404,0.109078,0.117176,0.116777,0.117366,0.117648,0.103565,0.100535,0.076942,0.09052,0.258076,0.119335,0.076513,0.082606,0.094812,0.121548,0.128933,0.13273,0.151292,0.128164,0.14613,0.127918,0.12486,0.120073,0.189838,0.127426,0.043569,0.077603,0.039218,0.037105,0.036178,0.041147,0.060167,0.087097,0.048954,0.032203,0.017037,0.00785,0.004923,0,0.013009,0.013798,0.010604,0.00998,0.013272,0.01051,0.0132,0.00948,0.007906,0.010983,0.012374,0.012402,0.012392,0.012398,0.009445,0.094864,0.099108,0.100391,0.170574,0.152361,0.27285,0.172299,0.236938,0.933023,0.197538,0.306164,0.246653,0.216976,0.216564,0.216256,0.217799,0.374167,0.371396,0.198833,0.158536,0.168461,0.198885,0.197414,0.222919,0.152354,0.153137,0.14173,0.119364,0.123244,0.126681,0.133347,0.136994,0.256907,0.256901,0.507975,0.198045,0.17053,0.26894,0.330918,0.694782,0.444019,0.445184,0.310222,0.310048,0.33153,0.366796,0.472458,0.505558,0.472489,0.634979,0.445761,0.337674,0.33727,0.344798,0.34798,0.342151,0.351734,0.35929,0.357515,0.349827,0.359227,0.359224,0.428038,0.362351,0.361482,0.359221,0.449295,0.624939,0.445611,0.360032,0.35923,0.359224,0.360433,0.364362,0.182644,0.207053,0.163203,0.163571,0.156741,0.155896,0.166731,0.177968,0.172653,0.166613,0.179016,0.197757,0.221942,0.179148,0.179079,0.178042,0.183462,0.184468,0.18274,0.182746,0.260129,0.266155,0.175983,0.192891,0.19443,0.177715,0.18483,0.181032,0.192013,0.182374,0.178105,0.175989
"Kluyveromyces_marxianus",0.101172,0.102223,0.112897,0.120995,0.120596,0.121185,0.121467,0.107384,0.104354,0.080761,0.094339,0.261895,0.123154,0.080332,0.086425,0.098631,0.125367,0.132752,0.136549,0.155111,0.131983,0.149949,0.131737,0.128679,0.123892,0.193657,0.131245,0.047388,0.081422,0.043037,0.040924,0.039997,0.044966,0.063986,0.090916,0.052773,0.036022,0.020856,0.011669,0.012832,0.013009,0,0.003129,0.008769,0.013799,0.017091,0.014329,0.017019,0.013299,0.011725,0.014802,0.016193,0.016221,0.016211,0.016217,0.013264,0.098683,0.102927,0.10421,0.174393,0.15618,0.276669,0.176118,0.240757,0.936842,0.201357,0.309983,0.250472,0.220795,0.220383,0.220075,0.221618,0.377986,0.375215,0.202652,0.162355,0.17228,0.202704,0.201233,0.226738,0.156173,0.156956,0.145549,0.123183,0.127063,0.1305,0.137166,0.140813,0.260726,0.26072,0.511794,0.201864,0.174349,0.272759,0.334737,0.698601,0.447838,0.449003,0.314041,0.313867,0.335349,0.370615,0.476277,0.509377,0.476308,0.638798,0.44958,0.341493,0.341089,0.348617,0.351799,0.34597,0.355553,0.363109,0.361334,0.353646,0.363046,0.363043,0.431857,0.36617,0.365301,0.36304,0.453114,0.628758,0.44943,0.363851,0.363049,0.363043,0.364252,0.368181,0.186463,0.210872,0.167022,0.16739,0.16056,0.159715,0.17055,0.181787,0.176472,0.170432,0.182835,0.201576,0.225761,0.182967,0.182898,0.181861,0.187281,0.188287,0.186559,0.186565,0.263948,0.269974,0.179802,0.19671,0.198249,0.181534,0.188649,0.184851,0.195832,0.186193,0.181924,0.179808
"Kluyveromyces_lactis",0.101961,0.103012,0.113686,0.121784,0.121385,0.121974,0.122256,0.108173,0.105143,0.08155,0.095128,0.262684,0.123943,0.081121,0.087214,0.09942,0.126156,0.133541,0.137338,0.1559,0.132772,0.150738,0.132526,0.129468,0.124681,0.194446,0.132034,0.048177,0.082211,0.043826,0.041713,0.040786,0.045755,0.064775,0.091705,0.053562,0.036811,0.021645,0.012458,0.013621,0.013798,0.003129,0,0.009558,0.014588,0.01788,0.015118,0.017808,0.014088,0.012514,0.015591,0.016982,0.01701,0.017,0.017006,0.014053,0.099472,0.103716,0.104999,0.175182,0.156969,0.277458,0.176907,0.241546,0.937631,0.202146,0.310772,0.251261,0.221584,0.221172,0.220864,0.222407,0.378775,0.376004,0.203441,0.163144,0.173069,0.203493,0.202022,0.227527,0.156962,0.157745,0.146338,0.123972,0.127852,0.131289,0.137955,0.141602,0.261515,0.261509,0.512583,0.202653,0.175138,0.273548,0.335526,0.69939,0.448627,0.449792,0.31483,0.314656,0.336138,0.371404,0.477066,0.510166,0.477097,0.639587,0.450369,0.342282,0.341878,0.349406,0.352588,0.346759,0.356342,0.363898,0.362123,0.354435,0.363835,0.363832,0.432646,0.366959,0.36609,0.363829,0.453903,0.629547,0.450219,0.36464,0.363838,0.363832,0.365041,0.36897,0.187252,0.211661,0.167811,0.168179,0.161349,0.160504,0.171339,0.182576,0.177261,0.171221,0.183624,0.202365,0.22655,0.183756,0.183687,0.18265,0.18807,0.189076,0.187348,0.187354,0.264737,0.270763,0.180591,0.197499,0.199038,0.182323,0.189438,0.18564,0.196621,0.186982,0.182713,0.180597
"Eremothecium_cymbalariae",0.098767,0.099818,0.110492,0.11859,0.118191,0.11878,0.119062,0.104979,0.101949,0.078356,0.091934,0.25949,0.120749,0.077927,0.08402,0.096226,0.122962,0.130347,0.134144,0.152706,0.129578,0.147544,0.129332,0.126274,0.121487,0.191252,0.12884,0.044983,0.079017,0.040632,0.038519,0.037592,0.042561,0.061581,0.088511,0.050368,0.033617,0.018451,0.009264,0.010427,0.010604,0.008769,0.009558,0,0.011394,0.014686,0.011924,0.014614,0.010894,0.00932,0.012397,0.013788,0.013816,0.013806,0.013812,0.010859,0.096278,0.100522,0.101805,0.171988,0.153775,0.274264,0.173713,0.238352,0.934437,0.198952,0.307578,0.248067,0.21839,0.217978,0.21767,0.219213,0.375581,0.37281,0.200247,0.15995,0.169875,0.200299,0.198828,0.224333,0.153768,0.154551,0.143144,0.120778,0.124658,0.128095,0.134761,0.138408,0.258321,0.258315,0.509389,0.199459,0.171944,0.270354,0.332332,0.696196,0.445433,0.446598,0.311636,0.311462,0.332944,0.36821,0.473872,0.506972,0.473903,0.636393,0.447175,0.339088,0.338684,0.346212,0.349394,0.343565,0.353148,0.360704,0.358929,0.351241,0.360641,0.360638,0.429452,0.363765,0.362896,0.360635,0.450709,0.626353,0.447025,0.361446,0.360644,0.360638,0.361847,0.365776,0.184058,0.208467,0.164617,0.164985,0.158155,0.15731,0.168145,0.179382,0.174067,0.168027,0.18043,0.199171,0.223356,0.180562,0.180493,0.179456,0.184876,0.185882,0.184154,0.18416,0.261543,0.267569,0.177397,0.194305,0.195844,0.179129,0.186244,0.182446,0.193427,0.183788,0.179519,0.177403
