	Heterocephalus_glaber	Bos_taurus	Sus_scrofa	Pongo_abelii	Loxodonta_africana	Balaenoptera_acutorostrata	Delphinapterus_leucas	Tursiops_truncatus	Cavia_porcellus	Oryctolagus_cuniculus	Felis_catus	Ailuropoda_melanoleuca	Canis_lupus	Homo_sapiens	Pan_troglodytes	Pan_paniscus	Papio_anubis	Macaca_mulatta	Macaca_fascicularis	Macaca_nemestrina	Mandrillus_leucophaeus	Cercocebus_atys	Pteropus_alecto	Nomascus_leucogenys	Aotus_nancymaae	Ursus_maritimus	Rattus_norvegicus	Mus_musculus	Meleagris_gallopavo	Gallus_gallus	Anas_platyrhynchos	Manacus_vitellinus	Anolis_carolinensis	Alligator_mississippiensis	Alligator_sinensis	Xenopus_tropicalis	Nothobranchius_furzeri	Oryzias_latipes	Salmo_salar	Oncorhynchus_mykiss	Oreochromis_niloticus	Astyanax_mexicanus	Taeniopygia_guttata	Branchiostoma_floridae	Strongylocentrotus_purpuratus	Crassostrea_gigas	Cebus_capucinus	Tinamus_guttatus	Loa_loa	Strongyloides_ratti	Brugia_malayi	Caenorhabditis_elegans	Caenorhabditis_remanei	Zootermopsis_nevadensis	Oryza_brachyantha	Capsaspora_owczarzaki	Guillardia_theta	Auxenochlorella_protothecoides	Micromonas_pusilla	Micromonas_commoda	Ostreococcus_tauri	Ostreococcus_sp.	Physcomitrella_patens	Selaginella_moellendorffii	Habropoda_laboriosa	Cicer_arietinum	Cajanus_cajan	Eutrema_salsugineum	Arabidopsis_lyrata	Brassica_napus	Arabidopsis_thaliana	Rosa_chinensis	Prunus_persica	Populus_trichocarpa	Eucalyptus_grandis	Cucumis_sativus	Helianthus_annuus	Erythranthe_guttata	Nicotiana_attenuata	Solanum_tuberosum	Nicotiana_tabacum	Solanum_lycopersicum	Capsicum_annuum	Spinacia_oleracea	Gossypium_hirsutum	Gossypium_raimondii	Morus_notabilis	Citrus_clementina	Citrus_sinensis	Musa_acuminata	Setaria_italica	Sorghum_bicolor	Zea_mays	Oryza_sativa	Brachypodium_distachyon	Cyanidioschyzon_merolae	Emiliania_huxleyi	Physeter_catodon	Theileria_parva	Theileria_annulata	Theileria_equi	Cryptosporidium_muris	Cryptosporidium_parvum	Thalassiosira_pseudonana	Phytophthora_parasitica	Phytophthora_infestans	Aphanomyces_invadans	Aphanomyces_astaci	Lobosporangium_transversale	Batrachochytrium_dendrobatidis	Rhizophagus_irregularis	Helobdella_robusta	Phycomyces_blakesleeanus	Wallemia_ichthyophaga	Malassezia_pachydermatis	Malassezia_globosa	Pseudozyma_hubeiensis	Kalmanozyma_brasiliensis	Kockovaella_imperatae	Cryptococcus_neoformans	Cryptococcus_gattii	Mixia_osmundae	Rhodotorula_graminis	Melampsora_larici-populina	Heterobasidion_irregulare	Dictyostelium_purpureum	Postia_placenta	Schizosaccharomyces_japonicus	Pneumocystis_jirovecii	Pneumocystis_murina	Tuber_melanosporum	Marssonina_brunnea	Sclerotinia_sclerotiorum	Leptosphaeria_maculans	Bipolaris_zeicola	Parastagonospora_nodorum	Fonsecaea_erecta	Coccidioides_immitis	Uncinocarpus_reesii	Trichophyton_benhamiae	Nannizzia_gypsea	Microsporum_canis	Talaromyces_stipitatus	Aspergillus_terreus	Aspergillus_clavatus	Aspergillus_fumigatus	Aspergillus_thermomutatus	Aspergillus_novofumigatus	Aspergillus_niger	Aspergillus_sclerotioniger	Aspergillus_heteromorphus	Aspergillus_eucalypticola	Aspergillus_oryzae	Aspergillus_nomius	Pestalotiopsis_fici	Aspergillus_bombycis	Histoplasma_capsulatum	Blastomyces_gilchristii	Paracoccidioides_brasiliensis	Paracoccidioides_lutzii	Sordaria_macrospora	Neurospora_crassa	Thermothelomyces_thermophila	Chaetomium_globosum	Chaetomium_thermophilum	Thielavia_terrestris	Grosmannia_clavigera	Pochonia_chlamydosporia	Trichoderma_atroviride	Trichoderma_reesei	Trichoderma_virens	Fusarium_venenatum	Fusarium_graminearum	Fusarium_oxysporum	Fusarium_verticillioides	Colletotrichum_higginsianum	Colletotrichum_graminicola	Colletotrichum_orchidophilum	Verticillium_dahliae	Verticillium_alfalfae	Amborella_trichopoda	Baudoinia_panamericana	Zymoseptoria_tritici	Lucilia_cuprina	Candida_auris	Candida_haemulonis	Candida_pseudohaemulonis	Clavispora_lusitaniae	Metschnikowia_bicuspidata	Scheffersomyces_stipitis	Meyerozyma_guilliermondii	Talaromyces_marneffei	Candida_albicans	Candida_viswanathii	Candida_tropicalis	Lodderomyces_elongisporus	Spathaspora_passalidarum	Wickerhamomyces_anomalus	Tetrapisispora_blattae	Vanderwaltozyma_polyspora	Tetrapisispora_phaffii	Kluyveromyces_marxianus	Eremothecium_sinecaudum	Eremothecium_cymbalariae	Eremothecium_gossypii	Lachancea_thermotolerans	Lachancea_lanzarotensis	Naumovozyma_dairenensis	Kazachstania_naganishii	Kazachstania_africana	Saccharomyces_cerevisiae	Drosophila_ficusphila	Naumovozyma_castellii	Kuraishia_capsulata	Ogataea_parapolymorpha	Dipodomys_ordii
Chaetomium_globosum	0.5291	0.46641	0.46531	0.46747	0.47392	0.46452	0.5552	0.56348	0.46375	0.46145	0.46145	0.46145	0.46145	0.46373	0.46398	0.46376	0.46561	0.46145	0.46144	0.5031	0.51962	0.5178	0.46215	0.46145	0.46775	0.52087	0.46221	0.46704	0.44991	0.44965	0.45889	0.46642	0.44093	0.53056	0.45082	0.4401	0.43622	0.43673	0.43461	0.44434	0.43576	0.5269	0.43112	0.4161	0.38975	0.3833	0.53421	0.53724	0.5342	0.89202	0.76355	0.76355	0.76352	0.67373	0.46165	0.22844	0.25868	0.31253	0.28125	0.28186	0.27761	0.27686	0.25192	0.27774	0.28728	0.29492	0.30623	0.29602	0.29904	0.29666	0.29661	0.29807	0.2979	0.3254	0.29516	0.29594	0.30398	0.30755	0.31065	0.3113	0.31364	0.39586	0.31134	0.31299	0.29745	0.2989	0.29646	0.29651	0.29807	0.30337	0.29675	0.29935	0.30671	0.30048	0.3018	0.33386	0.29776	0.33983	0.3592	0.35813	0.36612	0.3223	0.35187	0.34762	0.33481	0.33935	0.32703	0.32703	0.16486	0.24279	0.18732	0.29922	0.29922	0.21015	0.1874	0.19683	0.24935	0.24936	0.19502	0.19822	0.19898	0.2689	0.27685	0.28365	0.17218	0.17132	0.17238	0.12867	0.13656	0.13338	0.09339	0.09087	0.0825	0.08994	0.11362	0.08831	0.11156	0.09993	0.10237	0.10864	0.11446	0.10993	0.12131	0.12723	0.13481	0.13054	0.13051	0.13052	0.13053	0.13383	0.13303	0.13088	0.12644	0.12804	0.12894	0.12803	0.10254	0.09929	0.10339	0.10174	0.01683	0.02336	0.00629	0.0	0.01249	0.00754	0.04259	0.0506	0.06162	0.0622	0.06064	0.05354	0.05354	0.05508	0.05517	0.05186	0.0565	0.05178	0.07734	0.07649	0.06851	0.08241	0.07755	0.29263	0.16643	0.16488	0.16488	0.1612	0.17957	0.13724	0.14203	0.14194	0.14404	0.14709	0.14804	0.14973	0.14674	0.15789	0.18425	0.17112	0.17462	0.17801	0.17429	0.17538	0.17376	0.17278	0.17356	0.16887	0.17437	0.17274	0.17353	0.17354	0.17193	0.17798	0.16538	0.46374
Chaetomium_thermophilum	0.5365	0.47382	0.47272	0.47488	0.48133	0.47192	0.5626	0.57089	0.47115	0.46886	0.46885	0.46885	0.46885	0.47114	0.47138	0.47117	0.47301	0.46886	0.46885	0.51051	0.52702	0.52521	0.46955	0.46886	0.47516	0.52827	0.46961	0.47444	0.45731	0.45706	0.4663	0.47382	0.44833	0.53796	0.45822	0.4475	0.44362	0.44413	0.44202	0.45175	0.44317	0.5343	0.43852	0.42351	0.39715	0.39071	0.54162	0.54464	0.54161	0.89943	0.77095	0.77096	0.77092	0.68114	0.46905	0.23585	0.26608	0.31994	0.28865	0.28926	0.28501	0.28426	0.25932	0.28514	0.29468	0.30232	0.31363	0.30342	0.30644	0.30406	0.30401	0.30547	0.3053	0.33281	0.30256	0.30334	0.31139	0.31495	0.31805	0.31871	0.32104	0.40326	0.31875	0.32039	0.30485	0.3063	0.30387	0.30391	0.30547	0.31077	0.30415	0.30675	0.31411	0.30788	0.3092	0.34127	0.30516	0.34723	0.3666	0.36553	0.37352	0.3297	0.35928	0.35502	0.34222	0.34676	0.33443	0.33443	0.17226	0.25019	0.19472	0.30663	0.30662	0.21755	0.1948	0.20424	0.25676	0.25677	0.20242	0.20562	0.20638	0.27631	0.28425	0.29105	0.17958	0.17872	0.17978	0.13607	0.14396	0.14078	0.10079	0.09827	0.0899	0.09734	0.12102	0.09571	0.11896	0.10734	0.10977	0.11604	0.12186	0.11733	0.12871	0.13464	0.14222	0.13794	0.13792	0.13793	0.13793	0.14124	0.14043	0.13828	0.13384	0.13544	0.13634	0.13543	0.10994	0.10669	0.11079	0.10914	0.02424	0.03077	0.01369	0.01249	0.0	0.01037	0.05	0.058	0.06902	0.06961	0.06804	0.06094	0.06094	0.06249	0.06258	0.05926	0.0639	0.05918	0.08474	0.08389	0.07592	0.08981	0.08496	0.30003	0.17383	0.17228	0.17229	0.1686	0.18697	0.14464	0.14944	0.14934	0.15145	0.15449	0.15544	0.15713	0.15414	0.16529	0.19166	0.17853	0.18202	0.18541	0.18169	0.18279	0.18117	0.18018	0.18096	0.17628	0.18177	0.18015	0.18094	0.18094	0.17933	0.18539	0.17278	0.47115
Thielavia_terrestris	0.53155	0.46887	0.46777	0.46993	0.47638	0.46697	0.55765	0.56594	0.4662	0.46391	0.4639	0.4639	0.4639	0.46619	0.46643	0.46622	0.46806	0.46391	0.4639	0.50556	0.52207	0.52026	0.46461	0.46391	0.47021	0.52332	0.46467	0.46949	0.45236	0.45211	0.46135	0.46887	0.44339	0.53301	0.45327	0.44256	0.43867	0.43918	0.43707	0.4468	0.43822	0.52935	0.43357	0.41856	0.3922	0.38576	0.53667	0.53969	0.53666	0.89448	0.766	0.76601	0.76597	0.67619	0.4641	0.2309	0.26113	0.31499	0.2837	0.28431	0.28006	0.27931	0.25438	0.28019	0.28974	0.29737	0.30868	0.29847	0.30149	0.29911	0.29906	0.30053	0.30035	0.32786	0.29762	0.29839	0.30644	0.31	0.3131	0.31376	0.3161	0.39831	0.3138	0.31544	0.2999	0.30135	0.29892	0.29896	0.30052	0.30582	0.2992	0.30181	0.30916	0.30293	0.30425	0.33632	0.30021	0.34228	0.36165	0.36058	0.36857	0.32475	0.35433	0.35007	0.33727	0.34181	0.32948	0.32948	0.16731	0.24524	0.18977	0.30168	0.30167	0.2126	0.18985	0.19929	0.25181	0.25182	0.19747	0.20067	0.20143	0.27136	0.2793	0.2861	0.17463	0.17377	0.17483	0.13112	0.13901	0.13584	0.09585	0.09332	0.08495	0.09239	0.11608	0.09076	0.11401	0.10239	0.10482	0.11109	0.11692	0.11238	0.12376	0.12969	0.13727	0.13299	0.13297	0.13298	0.13298	0.13629	0.13548	0.13333	0.1289	0.13049	0.13139	0.13048	0.10499	0.10175	0.10584	0.10419	0.01929	0.02582	0.00874	0.00754	0.01037	0.0	0.04505	0.05305	0.06407	0.06466	0.06309	0.05599	0.05599	0.05754	0.05763	0.05431	0.05895	0.05423	0.07979	0.07894	0.07097	0.08486	0.08001	0.29509	0.16888	0.16733	0.16734	0.16365	0.18202	0.13969	0.14449	0.14439	0.1465	0.14954	0.15049	0.15218	0.14919	0.16034	0.18671	0.17358	0.17707	0.18046	0.17674	0.17784	0.17622	0.17523	0.17602	0.17133	0.17682	0.1752	0.17599	0.17599	0.17439	0.18044	0.16783	0.4662
Grosmannia_clavigera	0.53436	0.47168	0.47058	0.47274	0.47919	0.46978	0.56046	0.56875	0.46901	0.46672	0.46671	0.46671	0.46671	0.469	0.46924	0.46903	0.47087	0.46672	0.46671	0.50837	0.52488	0.52307	0.46742	0.46672	0.47302	0.52613	0.46748	0.4723	0.45517	0.45492	0.46416	0.47168	0.4462	0.53582	0.45608	0.44537	0.44148	0.44199	0.43988	0.44961	0.44103	0.53216	0.43638	0.42137	0.39501	0.38857	0.53948	0.5425	0.53947	0.89729	0.76881	0.76882	0.76878	0.679	0.46691	0.23371	0.26394	0.3178	0.28651	0.28713	0.28287	0.28212	0.25718	0.283	0.29255	0.30018	0.31149	0.30128	0.3043	0.30192	0.30187	0.30334	0.30316	0.33067	0.30043	0.3012	0.30925	0.31281	0.31591	0.31657	0.31891	0.40113	0.31661	0.31825	0.30271	0.30416	0.30173	0.30177	0.30333	0.30863	0.30201	0.30462	0.31197	0.30574	0.30706	0.33913	0.30302	0.34509	0.36446	0.36339	0.37139	0.32756	0.35714	0.35288	0.34008	0.34462	0.33229	0.33229	0.17012	0.24805	0.19258	0.30449	0.30448	0.21541	0.19266	0.2021	0.25462	0.25463	0.20028	0.20348	0.20424	0.27417	0.28211	0.28891	0.17744	0.17658	0.17764	0.13393	0.14182	0.13865	0.09866	0.09613	0.08776	0.0952	0.11889	0.09357	0.11682	0.1052	0.10763	0.1139	0.11972	0.11519	0.12657	0.1325	0.14008	0.1358	0.13578	0.13579	0.13579	0.1391	0.13829	0.13614	0.13171	0.1333	0.1342	0.13329	0.1078	0.10455	0.10865	0.107	0.04574	0.05226	0.03875	0.04259	0.05	0.04505	0.0	0.05586	0.06688	0.06747	0.0659	0.0588	0.0588	0.06035	0.06044	0.05712	0.06176	0.05704	0.0826	0.08175	0.07378	0.08767	0.08282	0.2979	0.17169	0.17014	0.17015	0.16646	0.18483	0.1425	0.1473	0.1472	0.14931	0.15235	0.1533	0.15499	0.152	0.16315	0.18952	0.17639	0.17988	0.18327	0.17955	0.18065	0.17903	0.17804	0.17883	0.17414	0.17963	0.17801	0.1788	0.1788	0.1772	0.18325	0.17064	0.46901
Pochonia_chlamydosporia	0.52775	0.46506	0.46396	0.46612	0.47257	0.46317	0.55385	0.56214	0.4624	0.4601	0.4601	0.4601	0.4601	0.46239	0.46263	0.46242	0.46426	0.4601	0.46009	0.50175	0.51827	0.51645	0.4608	0.46011	0.46641	0.51952	0.46086	0.46569	0.44856	0.44831	0.45754	0.46507	0.43958	0.52921	0.44947	0.43875	0.43487	0.43538	0.43326	0.44299	0.43442	0.52555	0.42977	0.41475	0.3884	0.38195	0.53287	0.53589	0.53285	0.89067	0.7622	0.7622	0.76217	0.67238	0.4603	0.22709	0.25733	0.31119	0.2799	0.28051	0.27626	0.27551	0.25057	0.27639	0.28593	0.29357	0.30488	0.29467	0.29769	0.29531	0.29526	0.29672	0.29655	0.32406	0.29381	0.29459	0.30263	0.3062	0.3093	0.30995	0.31229	0.39451	0.30999	0.31164	0.2961	0.29755	0.29511	0.29516	0.29672	0.30202	0.2954	0.298	0.30536	0.29913	0.30045	0.33252	0.29641	0.33848	0.35785	0.35678	0.36477	0.32095	0.35052	0.34627	0.33346	0.338	0.32568	0.32568	0.16351	0.24144	0.18597	0.29787	0.29787	0.2088	0.18605	0.19548	0.24801	0.24801	0.19367	0.19687	0.19763	0.26755	0.2755	0.2823	0.17083	0.16997	0.17103	0.12732	0.13521	0.13203	0.09204	0.08952	0.08115	0.08859	0.11227	0.08696	0.11021	0.09859	0.10102	0.10729	0.11311	0.10858	0.11996	0.12588	0.13346	0.12919	0.12917	0.12917	0.12918	0.13248	0.13168	0.12953	0.12509	0.12669	0.12759	0.12668	0.10119	0.09794	0.10204	0.10039	0.05374	0.06027	0.04676	0.0506	0.058	0.05305	0.05586	0.0	0.0205	0.02109	0.01953	0.01243	0.01243	0.01397	0.01406	0.02308	0.02772	0.023	0.04856	0.04771	0.06716	0.08106	0.07621	0.29128	0.16508	0.16353	0.16353	0.15985	0.17822	0.13589	0.14068	0.14059	0.14269	0.14574	0.14669	0.14838	0.14539	0.15654	0.1829	0.16977	0.17327	0.17666	0.17294	0.17403	0.17241	0.17143	0.17221	0.16752	0.17302	0.17139	0.17218	0.17219	0.17058	0.17663	0.16403	0.46239
Trichoderma_atroviride	0.53876	0.47608	0.47498	0.47714	0.48359	0.47419	0.56487	0.57315	0.47342	0.47112	0.47112	0.47112	0.47112	0.4734	0.47364	0.47343	0.47528	0.47112	0.47111	0.51277	0.52929	0.52747	0.47182	0.47112	0.47742	0.53053	0.47188	0.47671	0.45958	0.45932	0.46856	0.47609	0.4506	0.54023	0.46049	0.44977	0.44589	0.4464	0.44428	0.45401	0.44543	0.53656	0.44079	0.42577	0.39942	0.39297	0.54388	0.54691	0.54387	0.90169	0.77322	0.77322	0.77319	0.6834	0.47132	0.23811	0.26835	0.3222	0.29091	0.29153	0.28728	0.28653	0.26159	0.28741	0.29695	0.30459	0.3159	0.30569	0.30871	0.30632	0.30628	0.30774	0.30757	0.33507	0.30483	0.30561	0.31365	0.31722	0.32032	0.32097	0.32331	0.40553	0.32101	0.32266	0.30712	0.30857	0.30613	0.30617	0.30773	0.31304	0.30642	0.30902	0.31637	0.31015	0.31147	0.34353	0.30743	0.3495	0.36887	0.3678	0.37579	0.33197	0.36154	0.35728	0.34448	0.34902	0.3367	0.33669	0.17453	0.25246	0.19698	0.30889	0.30889	0.21982	0.19706	0.2065	0.25902	0.25903	0.20469	0.20789	0.20865	0.27857	0.28652	0.29332	0.18185	0.18099	0.18205	0.13833	0.14623	0.14305	0.10306	0.10054	0.09216	0.0996	0.12329	0.09798	0.12122	0.1096	0.11204	0.1183	0.12413	0.1196	0.13098	0.1369	0.14448	0.14021	0.14018	0.14019	0.1402	0.1435	0.1427	0.14054	0.13611	0.13771	0.13861	0.1377	0.11221	0.10896	0.11306	0.11141	0.06476	0.07129	0.05778	0.06162	0.06902	0.06407	0.06688	0.0205	0.0	0.00727	0.0057	0.01998	0.01998	0.02152	0.02161	0.0341	0.03874	0.03402	0.05958	0.05873	0.07818	0.09208	0.08722	0.3023	0.1761	0.17455	0.17455	0.17087	0.18923	0.14691	0.1517	0.15161	0.15371	0.15676	0.15771	0.1594	0.15641	0.16756	0.19392	0.18079	0.18428	0.18767	0.18396	0.18505	0.18343	0.18245	0.18323	0.17854	0.18404	0.18241	0.1832	0.18321	0.1816	0.18765	0.17505	0.47341
Trichoderma_reesei	0.53935	0.47667	0.47557	0.47773	0.48418	0.47477	0.56545	0.57374	0.474	0.47171	0.47171	0.47171	0.47171	0.47399	0.47423	0.47402	0.47587	0.47171	0.4717	0.51336	0.52988	0.52806	0.47241	0.47171	0.47801	0.53112	0.47247	0.47729	0.46016	0.45991	0.46915	0.47667	0.45119	0.54081	0.46107	0.45036	0.44648	0.44699	0.44487	0.4546	0.44602	0.53715	0.44137	0.42636	0.40001	0.39356	0.54447	0.54749	0.54446	0.90228	0.7738	0.77381	0.77378	0.68399	0.47191	0.2387	0.26894	0.32279	0.2915	0.29212	0.28786	0.28711	0.26218	0.28799	0.29754	0.30518	0.31648	0.30628	0.30929	0.30691	0.30686	0.30833	0.30816	0.33566	0.30542	0.3062	0.31424	0.31781	0.3209	0.32156	0.3239	0.40612	0.3216	0.32325	0.3077	0.30916	0.30672	0.30676	0.30832	0.31362	0.30701	0.30961	0.31696	0.31073	0.31205	0.34412	0.30801	0.35008	0.36945	0.36839	0.37638	0.33256	0.36213	0.35787	0.34507	0.34961	0.33729	0.33728	0.17511	0.25304	0.19757	0.30948	0.30947	0.22041	0.19765	0.20709	0.25961	0.25962	0.20527	0.20847	0.20923	0.27916	0.2871	0.29391	0.18243	0.18158	0.18264	0.13892	0.14681	0.14364	0.10365	0.10112	0.09275	0.10019	0.12388	0.09857	0.12181	0.11019	0.11262	0.11889	0.12472	0.12019	0.13156	0.13749	0.14507	0.14079	0.14077	0.14078	0.14078	0.14409	0.14328	0.14113	0.1367	0.13829	0.13919	0.13828	0.11279	0.10955	0.11364	0.112	0.06535	0.07188	0.05836	0.0622	0.06961	0.06466	0.06747	0.02109	0.00727	0.0	0.00319	0.02056	0.02056	0.02211	0.0222	0.03469	0.03932	0.0346	0.06016	0.05932	0.07877	0.09267	0.08781	0.30289	0.17668	0.17514	0.17514	0.17145	0.18982	0.1475	0.15229	0.15219	0.1543	0.15735	0.15829	0.15999	0.157	0.16814	0.19451	0.18138	0.18487	0.18826	0.18455	0.18564	0.18402	0.18304	0.18382	0.17913	0.18462	0.183	0.18379	0.18379	0.18219	0.18824	0.17564	0.474
Trichoderma_virens	0.53779	0.4751	0.474	0.47616	0.48261	0.47321	0.56389	0.57218	0.47244	0.47014	0.47014	0.47014	0.47014	0.47243	0.47267	0.47246	0.4743	0.47014	0.47013	0.51179	0.52831	0.52649	0.47084	0.47015	0.47645	0.52956	0.4709	0.47573	0.4586	0.45835	0.46758	0.47511	0.44962	0.53925	0.45951	0.44879	0.44491	0.44542	0.4433	0.45303	0.44446	0.53559	0.43981	0.42479	0.39844	0.39199	0.54291	0.54593	0.54289	0.90071	0.77224	0.77224	0.77221	0.68242	0.47034	0.23713	0.26737	0.32123	0.28994	0.29055	0.2863	0.28555	0.26061	0.28643	0.29597	0.30361	0.31492	0.30471	0.30773	0.30535	0.3053	0.30676	0.30659	0.3341	0.30385	0.30463	0.31267	0.31624	0.31934	0.31999	0.32233	0.40455	0.32003	0.32168	0.30614	0.30759	0.30515	0.3052	0.30676	0.31206	0.30544	0.30804	0.3154	0.30917	0.31049	0.34256	0.30645	0.34852	0.36789	0.36682	0.37481	0.33099	0.36056	0.35631	0.3435	0.34804	0.33572	0.33572	0.17355	0.25148	0.19601	0.30791	0.30791	0.21884	0.19609	0.20552	0.25805	0.25805	0.20371	0.20691	0.20767	0.27759	0.28554	0.29234	0.18087	0.18001	0.18107	0.13736	0.14525	0.14207	0.10208	0.09956	0.09119	0.09863	0.12231	0.097	0.12025	0.10863	0.11106	0.11733	0.12315	0.11862	0.13	0.13592	0.1435	0.13923	0.1392	0.13921	0.13922	0.14252	0.14172	0.13957	0.13513	0.13673	0.13763	0.13672	0.11123	0.10798	0.11208	0.11043	0.06378	0.07031	0.0568	0.06064	0.06804	0.06309	0.0659	0.01953	0.0057	0.00319	0.0	0.019	0.019	0.02054	0.02063	0.03312	0.03776	0.03304	0.0586	0.05775	0.0772	0.0911	0.08625	0.30132	0.17512	0.17357	0.17357	0.16989	0.18826	0.14593	0.15072	0.15063	0.15273	0.15578	0.15673	0.15842	0.15543	0.16658	0.19294	0.17981	0.18331	0.1867	0.18298	0.18407	0.18245	0.18147	0.18225	0.17757	0.18306	0.18143	0.18222	0.18223	0.18062	0.18667	0.17407	0.47243
Fusarium_venenatum	0.53069	0.46801	0.46691	0.46907	0.47551	0.46611	0.55679	0.56508	0.46534	0.46304	0.46304	0.46304	0.46304	0.46533	0.46557	0.46536	0.4672	0.46305	0.46304	0.5047	0.52121	0.51939	0.46374	0.46305	0.46935	0.52246	0.4638	0.46863	0.4515	0.45125	0.46048	0.46801	0.44252	0.53215	0.45241	0.44169	0.43781	0.43832	0.4362	0.44594	0.43736	0.52849	0.43271	0.41769	0.39134	0.38489	0.53581	0.53883	0.53579	0.89361	0.76514	0.76514	0.76511	0.67532	0.46324	0.23003	0.26027	0.31413	0.28284	0.28345	0.2792	0.27845	0.25351	0.27933	0.28887	0.29651	0.30782	0.29761	0.30063	0.29825	0.2982	0.29966	0.29949	0.327	0.29675	0.29753	0.30557	0.30914	0.31224	0.31289	0.31523	0.39745	0.31293	0.31458	0.29904	0.30049	0.29805	0.2981	0.29966	0.30496	0.29834	0.30094	0.3083	0.30207	0.30339	0.33546	0.29935	0.34142	0.36079	0.35972	0.36771	0.32389	0.35347	0.34921	0.33641	0.34095	0.32862	0.32862	0.16645	0.24438	0.18891	0.30081	0.30081	0.21174	0.18899	0.19843	0.25095	0.25095	0.19661	0.19981	0.20057	0.27049	0.27844	0.28524	0.17377	0.17291	0.17397	0.13026	0.13815	0.13497	0.09498	0.09246	0.08409	0.09153	0.11521	0.0899	0.11315	0.10153	0.10396	0.11023	0.11605	0.11152	0.1229	0.12882	0.13641	0.13213	0.13211	0.13211	0.13212	0.13543	0.13462	0.13247	0.12803	0.12963	0.13053	0.12962	0.10413	0.10088	0.10498	0.10333	0.05668	0.06321	0.0497	0.05354	0.06094	0.05599	0.0588	0.01243	0.01998	0.02056	0.019	0.0	0.00159	0.00313	0.00323	0.02602	0.03066	0.02594	0.0515	0.05065	0.0701	0.084	0.07915	0.29422	0.16802	0.16647	0.16647	0.16279	0.18116	0.13883	0.14363	0.14353	0.14564	0.14868	0.14963	0.15132	0.14833	0.15948	0.18585	0.17272	0.17621	0.1796	0.17588	0.17697	0.17536	0.17437	0.17515	0.17047	0.17596	0.17433	0.17513	0.17513	0.17352	0.17958	0.16697	0.46533
Fusarium_graminearum	0.53069	0.46801	0.46691	0.46907	0.47551	0.46611	0.55679	0.56508	0.46534	0.46304	0.46304	0.46304	0.46304	0.46533	0.46557	0.46536	0.4672	0.46305	0.46304	0.5047	0.52121	0.51939	0.46374	0.46305	0.46935	0.52246	0.4638	0.46863	0.4515	0.45125	0.46048	0.46801	0.44252	0.53215	0.45241	0.44169	0.43781	0.43832	0.4362	0.44594	0.43736	0.52849	0.43271	0.41769	0.39134	0.38489	0.53581	0.53883	0.53579	0.89361	0.76514	0.76514	0.76511	0.67532	0.46324	0.23003	0.26027	0.31413	0.28284	0.28345	0.2792	0.27845	0.25351	0.27933	0.28887	0.29651	0.30782	0.29761	0.30063	0.29825	0.2982	0.29966	0.29949	0.327	0.29675	0.29753	0.30557	0.30914	0.31224	0.31289	0.31523	0.39745	0.31293	0.31458	0.29904	0.30049	0.29805	0.2981	0.29966	0.30496	0.29834	0.30094	0.3083	0.30207	0.30339	0.33546	0.29935	0.34142	0.36079	0.35972	0.36771	0.32389	0.35347	0.34921	0.33641	0.34095	0.32862	0.32862	0.16645	0.24438	0.18891	0.30081	0.30081	0.21174	0.18899	0.19843	0.25095	0.25095	0.19661	0.19981	0.20057	0.27049	0.27844	0.28524	0.17377	0.17291	0.17397	0.13026	0.13815	0.13497	0.09498	0.09246	0.08409	0.09153	0.11521	0.0899	0.11315	0.10153	0.10396	0.11023	0.11605	0.11152	0.1229	0.12882	0.13641	0.13213	0.13211	0.13211	0.13212	0.13543	0.13462	0.13247	0.12803	0.12963	0.13053	0.12962	0.10413	0.10088	0.10498	0.10333	0.05668	0.06321	0.0497	0.05354	0.06094	0.05599	0.0588	0.01243	0.01998	0.02056	0.019	0.00159	0.0	0.00313	0.00323	0.02602	0.03066	0.02594	0.0515	0.05065	0.0701	0.084	0.07915	0.29422	0.16802	0.16647	0.16647	0.16279	0.18116	0.13883	0.14363	0.14353	0.14564	0.14868	0.14963	0.15132	0.14833	0.15948	0.18585	0.17272	0.17621	0.1796	0.17588	0.17697	0.17536	0.17437	0.17515	0.17047	0.17596	0.17433	0.17513	0.17513	0.17352	0.17958	0.16697	0.46533
