,Name,HSP.20,HSP.40,HSP.60,HSP.70,HSP.90,HSP.100,sum_HSP,total_number_protein
445,Kluyveromyces_marxianus,1,18,10,9,1,10,51,4925
446,Kockovaella_imperatae,0,20,10,7,3,7,50,7388
447,Komagataella_phaffii,1,21,9,9,1,10,50,5073
448,Kuraishia_capsulata,2,20,10,8,1,10,48,6027
449,Kwoniella_bestiolae,0,23,10,7,2,8,49,9131
450,Kwoniella_dejecticola,1,20,10,7,2,10,49,8600
451,Kwoniella_heveanensis,0,21,10,7,2,8,76,7924
452,Kwoniella_mangroviensis,0,21,10,7,2,9,75,8428
453,Kwoniella_pini,0,21,10,7,2,9,50,7827
454,Laccaria_amethystina,8,29,13,13,2,11,49,20880
455,Laccaria_bicolor,7,30,12,16,2,8,51,17895
456,Lachancea_dasiensis,1,19,10,9,1,10,53,5089
457,Lachancea_fermentati,1,19,10,9,1,9,48,5229
458,Lachancea_lanzarotensis,0,20,10,9,1,11,50,5055
459,Lachancea_mirantina,2,20,11,9,1,10,75,5053
460,Lachancea_nothofagi,0,20,10,9,1,8,63,5149
461,Lachancea_thermotolerans,0,20,10,9,1,10,65,5093
462,Laetiporus_sulphureus,7,33,17,8,2,8,97,13707
463,Larimichthys_crocea,7,28,6,12,2,8,213,12677
464,Lasius_niger,5,25,9,8,5,13,100,18044
465,Latimeria_chalumnae,11,40,15,15,5,11,99,19568
466,Leersia_perrieri,26,88,28,37,9,25,97,29035
467,Leishmania_braziliensis,1,57,12,17,5,8,65,8084
468,Leishmania_infantum,1,60,12,16,4,6,94,8045
469,Leishmania_major,1,59,12,14,4,7,97,8038
470,Lentinula_edodes,6,28,12,8,2,9,90,12041
471,Lepisosteus_oculatus,10,39,14,14,6,11,40,18320
472,Leptomonas_pyrrhocoris,1,60,12,12,3,9,61,9272
473,Leptomonas_seymouri,1,57,10,12,3,7,73,8480
474,Leptosomus_discolor,5,15,7,5,3,5,57,9574
475,Leptosphaeria_maculans,3,24,10,10,2,12,82,12608
476,Leucoagaricus_sp.,13,30,15,8,2,5,56,12747
477,Leucosporidium_creatinivorum,6,21,10,10,2,8,124,9828
478,Lichtheimia_corymbifera,2,32,12,18,4,14,55,12138
479,Linderina_pennispora,0,25,10,7,2,12,75,9272
480,Lingula_unguis,6,53,21,23,7,14,71,30540
481,Lipomyces_starkeyi,4,22,10,8,1,10,49,8134
482,Loa_loa,18,30,9,6,3,9,88,12159
483,Lobosporangium_transversale,0,28,11,16,3,13,80,11588
484,Lodderomyces_elongisporus,0,19,12,9,1,8,95,5779
485,Lonchura_striata,9,38,12,12,6,11,77,15010
486,Lottia_gigantea,10,33,13,16,3,5,135,23573
487,Loxodonta_africana,8,43,17,13,5,9,55,20020
488,Lucilia_cuprina,15,34,11,8,3,6,83,14336
489,Lupinus_angustifolius,14,64,24,13,5,15,124,13922
490,Lutzomyia_longipalpis,7,20,7,11,4,6,210,10278
491,Macaca_fascicularis,6,37,14,13,4,9,57,17396
492,Macaca_mulatta,8,50,26,21,8,11,214,21211
493,Macleaya_cordata,41,86,24,18,11,30,53,21672
494,Macrophomina_phaseolina,4,21,10,10,1,11,58,13801
495,Macrostomum_lignano,2,99,33,48,16,16,54,52324
496,Madurella_mycetomatis,3,21,9,11,1,8,46,9733
497,Magnaporthe_oryzae,2,24,10,12,1,9,51,12675
498,Magnaporthiopsis_poae,3,19,10,13,1,8,47,11206
499,Malassezia_globosa,0,20,10,8,1,7,69,4273
500,Malassezia_pachydermatis,0,25,10,7,1,8,118,4201
501,Malassezia_sympodialis,0,21,10,7,1,8,64,3318
502,Manacus_vitellinus,5,29,11,10,3,11,349,12707
503,Marchantia_polymorpha,22,44,12,12,6,22,47,17951
504,Marssonina_brunnea,3,28,10,11,1,11,70,10037
505,Medicago_truncatula,51,108,30,108,6,46,78,49964
506,Megaselia_scalaris,2,15,15,9,2,4,64,11461
507,Melampsora_larici,3,41,11,7,3,5,86,16237
508,Meleagris_gallopavo,7,30,13,12,4,12,43,14166
509,Melipona_quadrifasciata,10,25,9,8,4,8,46,14253
510,Meloidogyne_hapla,8,38,9,22,4,5,65,14362
511,Merops_nubicus,5,17,4,6,2,9,111,7657
512,Mesitornis_unicolor,7,18,6,6,1,8,58,9395
513,Mesocestoides_corti,3,27,9,15,4,7,59,10595
514,Mesocricetus_auratus,11,43,21,19,6,11,61,20184
515,Metarhizium_acridum,5,25,10,9,1,8,60,9830
516,Metarhizium_album,2,24,10,12,1,10,60,8389
517,Metarhizium_anisopliae,5,23,10,13,1,9,47,11404
518,Metarhizium_majus,4,24,10,13,1,8,52,11394
519,Metarhizium_robertsii,4,24,9,13,1,9,51,11684
520,Metschnikowia_bicuspidata,0,20,9,9,1,8,56,5826
521,Meyerozyma_guilliermondii,0,20,10,12,1,9,111,5919
522,Microbotryum_lychnidis,2,22,10,7,2,8,105,7354
523,Microdochium_bolleyi,4,22,10,10,1,9,45,13164
524,Micromonas_commoda,4,62,12,10,4,19,52,10089
525,Micromonas_pusilla,4,56,12,10,4,19,51,10246
526,Mitosporidium_daphniae,3,14,9,8,4,7,71,3256
527,Mixia_osmundae,2,25,10,7,2,6,103,6725
528,Moniliophthora_perniciosa,4,16,10,10,3,8,107,13649
529,Moniliophthora_roreri,11,26,10,11,3,10,73,19789
530,Monodelphis_domestica,6,43,16,23,6,9,90,21272
531,Monoraphidium_neglectum,4,42,21,11,5,24,194,16738
532,Monosiga_brevicollis,3,35,10,11,3,11,90,9188
533,Mortierella_elongata,5,30,12,24,3,16,97,14847
534,Morus_notabilis,41,83,25,17,6,22,96,26760
535,Mucor_ambiguus,5,36,12,21,4,12,286,11311
536,Mucor_circinelloides,7,38,11,21,5,15,84,11584
537,Mus_musculus,9,44,15,14,4,10,111,36474
538,Musa_acuminata,27,128,39,44,12,36,56,14228
539,Musca_domestica,16,35,10,13,3,7,62,22276
540,Mustela_putorius,8,48,24,16,5,10,98,19909
541,Myceliophthora_thermophila,3,21,10,12,1,9,89,9079
542,Mycosphaerella_eumusae,2,28,10,11,1,10,101,10939
543,Myotis_brandtii,6,38,22,15,9,8,60,19243
544,Myotis_davidii,5,35,18,15,6,10,99,15446
545,Myotis_lucifugus,5,45,17,16,5,13,46,19662
546,Nadsonia_fulvescens,4,22,10,10,2,12,90,5632
547,Naegleria_gruberi,7,25,18,34,6,9,66,15634
548,Naematelia_encephala,1,21,8,7,2,7,55,7963
549,Nannochloropsis_gaditana,4,35,12,13,4,22,57,10493
550,Nasonia_vitripennis,8,28,11,9,4,6,75,17019
551,Naumovozyma_castellii,2,19,10,12,1,11,65,5565
552,Naumovozyma_dairenensis,2,19,11,12,1,12,231,5523
553,Necator_americanus,21,26,13,9,3,3,26,19125
554,Nectria_haematococca,4,25,10,16,1,9,26,15709
555,Nelumbo_nucifera,42,94,31,27,10,27,25,23993
556,Nematocida_displodere,0,10,8,4,1,3,99,2241
557,Nematocida_parisii,0,9,8,4,1,4,315,2724
558,Nematocida_sp.,0,11,8,4,1,1,53,2769
559,Nematostella_vectensis,13,41,20,12,3,10,63,24321
560,Neocallimastix_californiae,146,53,21,70,5,20,62,19927
561,Neolecta_irregularis,2,22,10,10,1,8,61,5529
562,Neolentinus_lepideus,7,30,10,7,2,7,61,13106
563,Neonectria_ditissima,2,26,11,15,1,7,65,12683
564,Neosartorya_fischeri,4,26,10,10,1,10,113,10414
565,Neosartorya_fumigata,3,27,10,10,1,10,47,9648
566,Neospora_caninum,5,30,11,6,4,9,56,7108
567,Neotoma_lepida,7,37,24,22,18,5,55,24274
568,Nestor_notabilis,6,20,6,4,3,8,181,9137
569,Neurospora_crassa,3,24,10,10,1,8,239,9759
570,Neurospora_tetrasperma,3,23,10,11,1,7,474,11177
571,Nicotiana_attenuata,30,71,20,21,15,24,81,20698
572,Nicotiana_sylvestris,44,100,28,26,11,30,88,33640
573,Nicotiana_tabacum,82,193,59,60,21,59,92,61676
574,Nipponia_nippon,6,36,13,10,4,12,26,14132
575,Nippostrongylus_brasiliensis,15,29,17,13,5,9,49,22658
576,Nomascus_leucogenys,7,41,15,14,4,11,23,18564
577,Nosema_apis,0,5,11,4,1,5,102,2727
578,Nosema_bombycis,0,14,18,6,5,6,71,4398
579,Nosema_ceranae,0,6,8,4,1,4,113,3200
580,Nothobranchius_furzeri,14,46,17,13,2,10,52,25161
581,Octopus_bimaculoides,7,32,13,11,3,5,67,32665
582,Oesophagostomum_dentatum,27,36,19,18,7,6,100,25133
583,Ogataea_parapolymorpha,2,21,10,9,1,9,74,5338
584,Oidiodendron_maius,5,26,10,14,1,11,86,16696
585,Oikopleura_dioica,1,66,10,9,5,9,79,17050
586,Onchocerca_flexuosa,10,29,14,8,7,6,62,16108
587,Onchocerca_ochengi,9,30,12,11,13,11,71,13342
588,Onchocerca_volvulus,18,30,10,9,4,8,48,12118
589,Ooceraea_biroi,9,28,10,6,3,6,53,16497
590,Operophtera_brumata,11,25,10,16,3,6,72,16814
591,Ophiocordyceps_sinensis,1,19,9,9,1,9,56,6968
592,Ophiocordyceps_unilateralis,2,22,9,10,1,9,68,7815
593,Ophiophagus_hannah,9,30,13,7,4,9,74,18387
594,Ophiostoma_piceae,1,24,10,9,1,11,142,8878
595,Opisthocomus_hoazin,4,30,12,10,3,9,26,12773
596,Opisthorchis_viverrini,6,31,14,14,4,5,112,16307
597,Orchesella_cincta,10,38,11,75,3,5,82,20192
598,Ordospora_colligata,0,9,8,4,1,4,49,1810
599,Oreochromis_niloticus,10,50,13,23,5,11,106,21436
600,Ornithorhynchus_anatinus,3,35,13,14,7,10,223,21677
601,Oryctes_borbonicus,2,22,11,5,2,7,201,8820
602,Oryctolagus_cuniculus,12,44,15,15,10,10,199,19905
603,Oryza_barthii,31,94,31,33,8,26,225,34345
604,Oryza_brachyantha,27,79,28,37,9,21,191,31989
605,Oryza_glaberrima,23,85,29,30,8,24,224,31807
606,Oryza_glumipatula,31,94,32,34,8,26,218,35649
607,Oryza_meridionalis,28,80,31,26,7,19,228,29137
608,Oryza_nivara,31,95,30,34,8,26,216,36306
609,Oryza_punctata,31,92,32,28,9,26,102,31311
610,Oryza_rufipogon,32,94,30,36,10,26,90,37110
611,Oryza_sativa,32,87,28,35,9,25,97,43600
612,Oryzias_latipes,9,49,11,17,5,11,114,19698
613,Ostreococcus_lucimarinus,4,48,11,7,4,16,104,7390
614,Ostreococcus_tauri,4,51,11,10,4,17,85,7743
615,Otolemur_garnettii,9,51,23,15,8,8,52,19451
616,Ovis_aries,10,45,19,16,4,10,88,21221
617,Oxytricha_trifallax,0,56,11,8,5,5,83,23559
618,Pachysolen_tannophilus,2,20,10,9,1,10,84,5642
619,Pan_troglodytes,8,39,13,13,5,10,96,19017
620,Papilio_machaon,18,30,11,12,4,8,58,15461
621,Papilio_xuthus,16,32,11,12,3,10,59,15265
622,Papio_anubis,7,44,18,13,4,10,197,19199
623,Paracoccidioides_brasiliensis,2,25,10,9,1,11,63,8399
624,Paracoccidioides_lutzii,2,25,11,9,1,11,86,8811
625,Paramecium_tetraurelia,5,84,39,34,18,17,89,39461
626,Paraphaeosphaeria_sporulosa,3,30,10,11,1,8,87,14732
627,Parasitella_parasitica,4,36,12,17,4,13,42,13357
628,Parastrongyloides_trichosuri,19,38,11,8,4,9,63,14867
629,Patagioenas_fasciata,10,39,11,11,4,12,68,19433
630,Paxillus_involutus,3,21,6,5,0,7,43,11649
631,Paxillus_rubicundulus,6,28,10,7,2,10,87,21895
632,Pediculus_humanus,6,29,10,9,3,11,63,10754
633,Pelecanus_crispus,4,18,7,6,1,7,62,8686
634,Pelodiscus_sinensis,9,39,14,13,4,8,61,18116
635,Penicilliopsis_zonata,3,26,10,11,1,12,62,9869
636,Penicillium_antarcticum,4,28,9,11,1,9,62,11368
637,Penicillium_arizonense,5,27,9,10,1,9,46,12121
638,Penicillium_brasilianum,5,26,11,9,1,10,50,11426
639,Penicillium_camemberti,4,26,10,12,1,9,57,14390
640,Penicillium_coprophilum,2,19,9,8,1,7,59,8990
641,Penicillium_decumbens,2,20,9,8,1,10,52,7141
642,Penicillium_digitatum,3,26,10,8,1,9,63,9101
643,Penicillium_expansum,4,26,10,9,1,9,60,11060
644,Penicillium_flavigenum,3,21,10,9,1,8,59,10871
645,Penicillium_freii,5,26,11,13,0,8,62,11722
646,Penicillium_italicum,4,26,10,9,1,10,60,9993
647,Penicillium_nalgiovense,4,26,10,9,1,9,56,11725
648,Penicillium_nordicum,3,27,10,13,0,9,59,12938
649,Penicillium_oxalicum,4,26,10,8,1,11,58,9977
650,Penicillium_patulum,2,25,10,9,1,9,60,9628
651,Penicillium_polonicum,4,23,10,13,1,8,59,10626
652,Penicillium_roqueforti,3,25,10,11,1,8,57,12315
653,Penicillium_rubens,5,25,11,9,1,9,61,12788
654,Penicillium_solitum,3,25,9,12,1,9,52,11864
655,Penicillium_steckii,2,23,9,12,1,10,71,10350
656,Penicillium_subrubescens,4,27,10,8,1,11,64,14038
657,Penicillium_vulpinum,3,23,10,6,1,9,173,10244
658,Peniophora_sp.,14,29,10,7,2,9,57,18907
659,Perkinsela_sp.,1,31,10,9,5,8,96,4883
660,Perkinsus_marinus,0,80,32,44,7,10,54,22958
661,Pestalotiopsis_fici,2,27,10,10,1,7,69,15412
662,Phaeodactylum_tricornutum,6,47,11,14,5,13,48,10451
663,Phaeomoniella_chlamydospora,2,24,10,9,1,8,50,6907
664,Phaeosphaeria_nodorum,3,34,10,11,1,10,59,15998
665,Phaethon_lepturus,4,18,8,7,4,7,232,9152
666,Phalacrocorax_carbo,4,22,8,4,3,9,239,8990
667,Phanerochaete_carnosa,3,26,10,7,2,11,78,13867
668,Phaseolus_angularis,38,94,24,31,9,36,93,33730
669,Phaseolus_vulgaris,41,103,21,24,15,35,61,28020
670,Phialocephala_scopiformis,5,35,10,17,1,10,69,18561
671,Phialocephala_subalpina,8,38,10,25,1,11,62,20170
672,Phialophora_americana,6,24,10,10,1,10,57,10919
673,Phialophora_attae,4,33,11,11,1,9,57,11848
674,Phlebia_centrifuga,6,20,13,14,2,7,41,13515
675,Phlebiopsis_gigantea,4,26,10,7,3,7,98,11848
676,Phlebotomus_papatasi,4,25,11,9,3,5,204,11188
677,Phoenicopterus_ruber,5,20,6,4,2,4,79,8220
678,Phycomyces_blakesleeanus,0,31,15,32,4,16,88,16154
679,Physcomitrella_patens,23,83,27,27,11,33,89,34554
680,Phytomonas_sp.,1,44,12,11,3,8,92,6442
681,Phytophthora_infestans,0,40,13,19,3,13,92,17609
682,Phytophthora_nicotianae,0,43,14,18,3,11,93,15887
683,Phytophthora_parasitica,0,40,14,24,3,11,0,23004
684,Phytophthora_ramorum,0,43,13,19,3,14,58,15349
685,Phytophthora_sojae,0,42,12,26,2,11,43,25721
686,Picea_glauca,0,0,0,0,0,0,76,6155
687,Pichia_kudriavzevii,0,24,13,11,2,8,69,6873
688,Pichia_membranifaciens,0,18,10,8,1,6,90,4160
689,Pichia_sorbitophila,0,34,16,14,1,11,119,8851
690,Picoides_pubescens,6,32,9,9,3,10,96,13097
691,Piloderma_croceum,5,28,21,23,2,11,77,21351
692,Piromyces_finnis,23,35,12,32,3,14,78,10764
693,Pisolithus_microcarpus,12,26,10,36,2,10,54,20734
694,Pisolithus_tinctorius,10,29,15,12,2,9,83,22400
695,Plasmodiophora_brassicae,10,31,11,10,4,12,55,9720
696,Plasmodium_berghei,3,22,10,5,4,10,54,5060
697,Plasmodium_chabaudi,2,22,21,15,11,12,29,14614
698,Plasmodium_coatneyi,3,23,10,5,4,10,56,5514
699,Plasmodium_cynomolgi,3,22,10,5,4,10,54,5713
700,Plasmodium_falciparum,2,7,7,5,4,4,54,3177
701,Plasmodium_fragile,3,23,10,5,4,11,54,5638
702,Plasmodium_gonderi,3,22,10,5,4,10,53,5915
703,Plasmodium_inui,3,23,10,5,4,9,69,5828
704,Plasmodium_knowlesi,3,23,10,5,3,10,56,5100
705,Plasmodium_malariae,3,20,11,5,5,9,55,6339
706,Plasmodium_ovale,3,25,16,9,6,10,56,8608
707,Plasmodium_vinckei,3,24,10,5,4,10,83,5152
708,Plasmodium_vivax,3,23,10,5,4,10,65,5389
709,Plasmodium_yoelii,2,23,12,5,6,8,16,7741
710,Plasmopara_halstedii,0,38,14,14,4,13,46,15449
711,Pleurotus_ostreatus,5,29,10,11,2,8,47,12186
712,Plicaturopsis_crispa,0,11,1,3,0,1,63,2709
713,Pneumocystis_jirovecii,1,19,10,7,1,8,29,3746
714,Pneumocystis_murina,1,20,10,7,1,8,60,3635
715,Pochonia_chlamydosporia,6,24,10,15,1,7,121,14142
716,Podiceps_cristatus,3,15,4,1,1,5,85,7899
717,Podospora_anserina,5,23,10,12,1,9,137,10657
718,Poecilia_formosa,11,56,13,23,5,13,325,23408
719,Polysphondylium_pallidum,13,29,18,12,3,10,23,12351
720,Pongo_abelii,8,51,25,23,15,15,86,22002
721,Populus_trichocarpa,61,139,42,36,11,36,51,40840
722,Postia_placenta,0,11,3,3,0,6,209,8983
723,Pristionchus_pacificus,18,26,11,23,4,4,58,29080
724,Protomyces_lactucaedebilis,3,22,10,7,1,8,53,6702
725,Prunus_persica,34,86,22,34,8,25,70,26846
726,Pseudocercospora_fijiensis,2,26,10,9,1,10,58,13043
727,Pseudocercospora_musae,2,27,9,8,0,7,53,10380
728,Pseudocohnilembus_persalinus,1,40,11,10,3,5,57,13175
729,Pseudogymnoascus_destructans,1,27,10,9,1,10,25,9073
730,Pseudogymnoascus_sp.,2,23,11,9,1,7,57,10229
731,Pseudogymnoascus_verrucosus,2,27,10,8,1,9,38,9578
732,Pseudoloma_neurophilia,0,3,8,4,4,6,52,3636
733,Pseudomassariella_vexata,3,27,10,9,1,7,28,12555
734,Pseudozyma_antarctica,1,17,8,4,1,7,108,4672
735,Pseudozyma_hubeiensis,1,25,10,7,1,8,65,7472
736,Pterocles_gutturalis,3,12,5,3,1,4,58,7373
737,Pteropus_alecto,8,39,21,23,9,8,78,19520
738,Puccinia_graminis,4,31,12,9,1,8,85,15688
739,Puccinia_sorghi,3,28,11,7,2,7,15,21032
740,Puccinia_striiformis,6,33,13,16,2,8,198,19368
741,Puccinia_triticina,3,34,16,19,2,11,61,14860
742,Punctularia_strigosozonata,0,8,2,4,0,1,59,2093
743,Punica_granatum,36,82,21,24,7,28,68,28948
744,Purpureocillium_lilacinum,6,23,10,12,1,9,70,11750
745,Pycnoporus_cinnabarinus,8,26,10,7,2,6,61,10180
746,Pygoscelis_adeliae,6,30,11,8,4,9,66,12848
747,Pyrenochaeta_sp.,3,30,10,15,1,11,62,14984
748,Pyrenophora_teres,2,26,11,10,1,11,83,11705
749,Pyrenophora_tritici,2,30,10,11,1,12,117,12062
750,Pyronema_omphalodes,7,24,10,12,1,8,114,13306
751,Pythium_ultimum,0,40,13,14,3,13,76,15121
752,Rachicladosporium_antarcticum,7,49,20,19,2,20,59,18525
753,Rachicladosporium_sp.,5,50,18,21,2,18,102,17983
754,Ramazzottius_varieornatus,6,32,10,13,2,13,187,19480
755,Rasamsonia_emersonii,4,24,11,8,1,11,99,9842
756,Rattus_norvegicus,8,44,16,16,5,13,65,21432
757,Reticulomyxa_filosa,2,48,29,54,41,13,67,39903
758,Rhabditophanes_sp.,11,31,11,32,4,10,72,13281
759,Rhinocladiella_mackenziei,8,23,10,12,1,11,126,11378
760,Rhizoclosmatium_globosum,12,26,10,13,2,4,105,16725
761,Rhizoctonia_solani,5,28,9,19,3,8,74,11878
762,Rhizophagus_irregularis,8,29,11,68,2,8,102,26712
763,Rhizopogon_vesiculosus,5,29,11,50,2,8,137,14134
764,Rhizopogon_vinicolor,7,29,11,18,2,7,76,14447
765,Rhizopus_delemar,3,35,17,24,5,18,59,16971
766,Rhizopus_microsporus,13,57,19,20,9,19,52,19180
767,Rhodnius_prolixus,7,29,15,11,4,10,55,15183
768,Rhodosporidium_toruloides,0,27,11,10,2,9,70,8138
769,Rhodotorula_graminis,0,25,9,7,2,9,207,7225
770,Rhodotorula_sp.,0,26,9,8,3,9,59,6678
771,Rhynchosporium_commune,3,30,10,16,1,10,58,12210
772,Ricinus_communis,40,97,19,17,7,27,41,31219
773,Rosellinia_necatrix,1,26,10,12,1,9,57,12437
774,Rozella_allomycis,5,20,12,7,3,11,36,6337
775,Saccharomyces_arboricola,1,13,8,9,0,10,57,3653
776,Saccharomyces_cerevisiae,1,19,11,14,2,10,232,6049
777,Saccharomyces_kudriavzevii,1,12,6,9,2,6,72,3745
778,Saitoella_complicata,3,26,10,8,1,9,92,7118
779,Salmo_salar,27,104,29,38,11,23,102,47719
780,Salpingoeca_rosetta,3,36,10,10,3,10,83,11614
781,Saprolegnia_diclina,0,45,14,17,3,13,55,17306
782,Saprolegnia_parasitica,0,51,13,19,3,16,49,20052
783,Sarcophilus_harrisii,8,33,17,13,4,8,57,18781
784,Sarcoptes_scabiei,4,22,10,9,3,7,64,10468
785,Scedosporium_apiospermum,0,20,10,13,1,5,59,8374
786,Scheffersomyces_stipitis,1,22,10,14,1,9,63,5797
787,Schistocephalus_solidus,7,25,10,10,5,7,64,20215
788,Schistosoma_curassoni,7,24,10,5,5,8,60,23351
789,Schistosoma_haematobium,7,30,9,6,5,6,61,11119
790,Schistosoma_mansoni,9,29,10,7,3,6,65,10725
791,Schistosoma_margrebowiei,5,25,12,6,5,7,59,26064
792,Schistosoma_mattheei,5,25,16,6,4,5,74,22960
793,Schistosoma_rodhaini,4,27,14,9,5,6,63,23857
794,Schizophyllum_commune,8,25,10,7,2,7,51,13124
795,Schizopora_paradoxa,6,30,10,8,2,18,51,17050
796,Schizosaccharomyces_cryophilus,15,22,10,8,1,7,83,5135
797,Schizosaccharomyces_japonicus,3,21,10,9,1,7,117,4852
798,Schizosaccharomyces_pombe,2,22,10,8,1,8,65,5142
799,Scleroderma_citrinum,8,28,21,14,3,9,61,20898
800,Scleropages_formosus,13,54,14,17,6,13,260,24200
801,Sclerotinia_borealis,2,29,10,13,1,10,65,10165
802,Sclerotinia_sclerotiorum,2,29,10,9,1,10,68,14445
803,Selaginella_moellendorffii,42,97,32,31,10,48,57,32882
804,Serendipita_indica,4,28,12,10,2,9,229,11780
805,Serendipita_vermifera,4,28,10,14,2,10,58,15010
806,Serpula_lacrymans,3,27,10,8,2,7,66,14339
807,Setaria_italica,36,96,29,27,9,32,68,35700
808,Setosphaeria_turcica,3,25,10,10,1,9,67,11687
809,Sistotremastrum_niveocremeum,8,27,10,10,2,9,55,13030
810,Sistotremastrum_suecicum,8,28,10,9,3,10,63,13630
811,Smittium_culicis,2,26,12,12,4,11,221,10826
812,Smittium_mucronatum,2,20,10,9,3,11,222,7962
813,Soboliphyme_baturini,10,19,13,9,4,8,44,13172
814,Solanum_lycopersicum,35,95,27,28,8,28,58,33952
815,Solanum_tuberosum,44,89,27,27,11,24,242,39133
816,Solenopsis_invicta,2,18,10,6,2,6,49,13580
817,Sordaria_macrospora,3,23,10,12,1,9,74,9890
818,Sorghum_bicolor,39,103,28,34,7,31,77,33940
819,Spathaspora_passalidarum,2,20,10,9,1,7,58,5973
820,Sphaerobolus_stellatus,10,17,6,10,3,28,183,24605
821,Sphaeroforma_arctica,2,37,10,16,3,9,33,18207
822,Sphaerulina_musiva,2,27,10,9,1,9,72,10154
823,Spinacia_oleracea,30,76,28,17,7,25,52,21533
824,Spironucleus_salmonicida,0,8,9,11,1,4,56,8098
825,Spizellomyces_punctatus,8,31,10,9,2,12,56,8940
826,Sporisorium_reilianum,1,25,10,7,1,8,27,6673
827,Sporothrix_insectorum,1,23,10,10,1,11,67,9495
828,Sporothrix_schenckii,1,25,10,11,1,8,64,8673
829,Spraguea_lophii,0,10,8,2,2,5,66,2499
830,Stachybotrys_chartarum,5,27,10,15,1,9,87,11359
831,Stachybotrys_chlorohalonata,5,26,10,13,1,9,109,10676
832,Stagonospora_sp.,3,29,10,15,1,8,59,14420
833,Stegodyphus_mimosarum,10,35,10,23,4,5,134,26987
834,Steinernema_glaseri,18,37,17,16,7,14,7,37056
835,Stemphylium_lycopersici,3,24,10,10,1,11,78,8997
836,Stentor_coeruleus,4,61,31,17,6,15,71,30967
837,Stereum_hirsutum,2,2,0,2,0,1,146,1609
838,Stomoxys_calcitrans,13,32,10,14,3,6,115,13918
839,Strigamia_maritima,3,41,8,10,3,6,93,14959
840,Strigomonas_culicis,1,50,30,35,12,18,75,9986
841,Strongylocentrotus_purpuratus,3,34,20,40,4,14,83,28594
842,Strongyloides_papillosus,27,31,11,9,5,10,89,18207
843,Strongyloides_ratti,23,25,10,7,3,7,69,9956
844,Strongyloides_stercoralis,21,33,10,9,5,5,72,12823
845,Strongyloides_venezuelensis,25,30,10,9,5,10,42,16599
846,Struthio_camelus,6,29,9,11,4,10,76,13815
847,Stylonychia_lemnae,0,42,12,8,5,5,107,20720
848,Sugiyamaella_lignohabitans,1,13,10,7,1,10,191,4518
849,Suillus_luteus,11,30,11,14,2,8,67,18271
850,Sus_scrofa,8,44,20,18,7,10,150,23200
851,Symbiodinium_microadriaticum,1,130,14,22,12,12,90,37509
852,Syphacia_muris,14,25,10,6,3,9,103,11092
853,Taenia_asiatica,5,26,10,99,5,5,8,10315
854,Taeniopygia_guttata,8,37,15,12,5,13,61,17429
855,Takifugu_rubripes,9,49,13,17,5,10,57,18563
856,Talaromyces_cellulolyticus,0,2,2,3,0,1,59,1615
857,Talaromyces_islandicus,3,26,9,10,1,12,44,9927
858,Talaromyces_marneffei,4,23,10,11,1,8,99,9366
859,Talaromyces_stipitatus,4,26,10,10,1,8,40,12468
860,Taphrina_deformans,2,18,7,7,0,10,57,4650
861,Tarsius_syrichta,9,43,16,16,4,11,73,20573
862,Tauraco_erythrolophus,5,20,5,5,3,2,73,10099
863,Termitomyces_sp.,6,24,10,8,2,7,103,11124
864,Tetrahymena_thermophila,0,39,10,15,3,6,52,26971
865,Tetranychus_urticae,10,36,12,7,2,6,53,17526
866,Tetraodon_nigroviridis,9,51,12,16,4,11,150,19572
867,Tetrapisispora_blattae,1,20,10,10,1,10,113,5385
868,Tetrapisispora_phaffii,1,17,11,13,1,10,63,5238
869,Thalassiosira_oceanica,13,86,9,19,6,17,67,34547
870,Thalassiosira_pseudonana,6,58,11,16,5,17,47,11717
871,Thanatephorus_cucumeris,4,17,16,13,4,9,53,12197
872,Thecamonas_trahens,3,30,11,11,3,9,47,10533
873,Theileria_annulata,1,20,10,6,4,6,50,3790
874,Theileria_equi,2,20,10,7,4,10,68,5313
875,Theileria_orientalis,1,20,10,5,4,7,49,3989
876,Theileria_parva,1,19,10,6,4,10,194,4071
877,Thelazia_callipaeda,12,27,10,8,3,8,12,10894
878,Thelohanellus_kitauei,16,14,10,6,1,2,56,14750
879,Theobroma_cacao,34,91,23,18,7,21,50,29150
880,Thermotoga_maritima,1,2,1,3,0,5,66,1852
881,Thielavia_terrestris,3,23,10,10,1,9,58,9760
882,Thielaviopsis_punctulata,1,21,10,8,1,9,52,5254
883,Tilletia_controversa,1,28,10,16,3,8,72,9854
884,Tilletia_walkeri,1,28,10,9,1,9,56,6806
885,Tilletiaria_anomala,2,25,10,7,1,7,56,7968
886,Tinamus_guttatus,7,29,10,11,3,12,59,13377
887,Togninia_minima,2,22,10,12,1,9,48,8833
888,Tolypocladium_ophioglossoides,3,22,10,11,1,9,51,9153
889,Torrubiella_hemipterigena,4,25,10,9,1,10,93,10771
890,Tortispora_caseinolytica,2,20,10,7,1,8,70,4656
891,Torulaspora_delbrueckii,1,19,11,9,1,10,27,4966
892,Toxocara_canis,20,33,15,12,4,9,62,18499
893,Toxoplasma_gondii,5,31,11,7,5,11,64,8404
894,Trachipleistophora_hominis,0,6,10,4,2,5,56,3212
895,Trachymyrmex_cornetzi,5,28,10,8,3,8,60,18657
